deletion	1:1-3050000	3.05e+06	0	5.22533e-14	0	5.22876e-14	0	-1
duplication	1:3050001-3069250	19250	4.1951	0	0	0	0	0.00520388
deletion	1:3645501-3646750	1250	0.0255129	2.0643	2.60976e-12	1	1	0.0769231
duplication	1:3836501-3843750	7250	1.52559	0.0188295	757602	0.254785	410.077	0.318979
deletion	1:3857001-3860500	3500	0.00202922	4.5535e-11	1.54928e-61	2.80551e-05	2.20403e-21	0.03125
deletion	1:3948001-3950500	2500	0.487276	0.0143362	0.00181845	167750	1.0432e+07	0.012987
deletion	1:3993751-3995000	1250	0.307875	8.43922	0.00071192	1	1	0.0238095
duplication	1:4150001-4155250	5250	2.30073	0.0176957	1.16484e+08	26.4051	3.94878e+08	0.984427
duplication	1:4627251-4639000	11750	2.06014	7.6157e-07	79450.6	2.77285e-06	384.316	0.870604
deletion	1:4887001-4889750	2750	0.100304	0.00868531	3.98892e-05	8643.88	0.279546	0.234375
deletion	1:4949501-4951000	1500	0.0803671	0.120605	2.73446e-15	1	1	0.270833
deletion	1:5055751-5058250	2500	0.0336077	1.16629e-06	8.16534e-29	133640	88.8836	0.230769
deletion	1:5128001-5132000	4000	0.248494	0.00061546	3.90803e-09	32.1883	0.500459	0.446903
deletion	1:5180501-5185500	5000	0.282121	0.0053471	1.02098e+09	8.54246	1.54392e+09	0.467662
deletion	1:5378001-5380000	2000	0.133299	0.120434	5.61245e-15	1	1	0.362319
duplication	1:5421501-5427250	5750	2.29038	0.00542242	0.00903632	2.54095	0.0940519	0.961302
deletion	1:5627501-5628750	1250	0.075826	192.863	0.000891699	1	1	0.0322581
deletion	1:5910751-5911500	750	0	384.125	4.57064e-07	1	1	0.277778
deletion	1:5923001-5926500	3500	0.318231	0.000475923	2.22095e-10	190.315	18.5094	0.17551
deletion	1:5933001-5933750	750	0.102809	571.436	0.000732633	1	1	0.658537
deletion	1:6058501-6060250	1750	0	3.52157e-05	3.94367e-28	1	1	0
deletion	1:6080001-6080750	750	0.164905	2035.91	0.0401625	1	1	0.914286
deletion	1:6081501-6083000	1500	0.191565	1.71197	6.78441e-08	1	1	0.8125
deletion	1:6638251-6639250	1000	0.106412	179.06	2.03799e-06	1	1	0.925926
deletion	1:7088751-7089750	1000	0.0647642	289.707	9.45868e-06	1	1	0.15625
deletion	1:7503501-7509500	6000	0.303777	4.72761e-05	220024	0.782342	5.17994e+06	0.313019
deletion	1:7523001-7524500	1500	0.109492	0.553634	2.29396e-13	1	1	0.216667
deletion	1:7548501-7553250	4750	0.387349	2.28385e-05	3.197e-05	0.0464235	0.754447	0.876543
deletion	1:7679001-7683250	4250	0.409962	0.0385362	68.8003	3.59693	0.000432977	0.461806
deletion	1:7721001-7722000	1000	0.0230756	5.35514	1.35871e-10	1	1	0.135135
deletion	1:7772251-7774250	2000	0.22052	0.0338892	6.28434e-11	1	1	0.452174
deletion	1:7775251-7778500	3250	0.268733	0.00817387	0.000640192	243.904	1.97489	0.752381
deletion	1:7779751-7782000	2250	0.30264	3.05656	0.00254576	1	1	0.5
deletion	1:7827251-7830250	3000	0.00195553	5.31242e-11	5.2307e-52	5.84552	2.47718e-12	0.030303
deletion	1:7890001-7890750	750	0.0616932	1787.35	0.000861392	1	1	0.416667
deletion	1:7907751-7909750	2000	0.151769	14.5567	0.00150239	1	1	0.0322581
