duplication	1:15001-216000	201000	3.38534	6.94579e-10	2.871e+09	6.94579e-10	2.871e+09	0.903949
deletion	1:663001-675000	12000	0.582515	172.052	7.5264e-06	172.052	7.5264e-06	0.840555
duplication	1:1011001-1200000	189000	2.24573	1.91416e-09	2.87093e+09	1.91416e-09	2.87093e+09	0.921613
duplication	1:1206001-1359000	153000	2.19445	0.000189	2.871e+09	0.000189	2.871e+09	0.910754
duplication	1:1632001-1752000	120000	2.20257	2.64893e-05	2.85062e+09	2.64893e-05	2.85062e+09	0.889659
deletion	1:1752001-1764000	12000	0.279813	63.6416	1.90259e-28	63.6416	1.90259e-28	0.785315
deletion	1:1818001-1839000	21000	0.373589	5.2897	1.37716e-26	5.2897	1.37716e-26	0.914542
duplication	1:1860001-2544000	684000	3.99923	0	1.28772e+07	0	1.28772e+07	0.923671
duplication	1:2610001-3795000	1.185e+06	4.24998	0	2.05115e+09	0	2.05115e+09	0.887168
duplication	1:3876001-4023000	147000	2.99005	7.368e-09	3.81818e-25	7.368e-09	3.81818e-25	0.860462
duplication	1:4026001-4149000	123000	2.83749	2.53241e-06	2.86353e+09	2.53241e-06	2.86353e+09	0.832293
duplication	1:4158001-4254000	96000	2.82548	0.0058044	2.49567e+09	0.0058044	2.49567e+09	0.805422
duplication	1:4296001-4392000	96000	3.24081	0.00373488	119.155	0.00373488	119.155	0.795699
duplication	1:4398001-4854000	456000	3.78421	0	1.99336e+09	0	1.99336e+09	0.856338
deletion	1:5124001-5136000	12000	0.400774	157.782	9.47322e-17	157.782	9.47322e-17	0.840556
duplication	1:5163001-5610000	447000	2.54893	0	2.86275e+09	0	2.86275e+09	0.890339
duplication	1:5649001-5781000	132000	2.75506	5.29222e-05	2.85997e+09	5.29222e-05	2.85997e+09	0.885979
duplication	1:5787001-5967000	180000	2.65582	0	2.75295e-12	0	2.75295e-12	0.898133
duplication	1:5973001-6033000	60000	2.35521	0.0125095	6.70551e-175	0.0125095	6.70551e-175	0.926455
duplication	1:6087001-6255000	168000	2.22801	3.79581e-06	2.871e+09	3.79581e-06	2.871e+09	0.897604
duplication	1:6300001-6375000	75000	3.01675	0.0484623	2.01833e-22	0.0484623	2.01833e-22	0.861012
duplication	1:6381001-6570000	189000	2.82903	1.85513e-10	2.871e+09	1.85513e-10	2.871e+09	0.890577
duplication	1:6624001-6672000	48000	2.4703	0.00394255	5.44261e-116	0.00394255	5.44261e-116	0.884049
duplication	1:6678001-6747000	69000	3.04142	5.19747e-05	1.20616e-106	5.19747e-05	1.20616e-106	0.928739
duplication	1:6804001-7572000	768000	4.28492	0	2.59461e+09	0	2.59461e+09	0.913039
duplication	1:7581001-7869000	288000	3.22515	0	1.06682e+08	0	1.06682e+08	0.786106
duplication	1:7881001-8049000	168000	2.60903	2.42853e-10	4.96437e+06	2.42853e-10	4.96437e+06	0.86926
deletion	1:8118001-8127000	9000	0.315446	2685.2	2.49598e-08	2685.2	2.49598e-08	0.859619
deletion	1:8169001-8226000	57000	0.417074	3.29703e-05	4.22895e+07	3.29703e-05	4.22895e+07	0.937647
deletion	1:8250001-8259000	9000	0.41096	1803.79	1.48468e-08	1803.79	1.48468e-08	0.953073
duplication	1:8259001-8331000	72000	2.32214	0.0374356	2.86696e+09	0.0374356	2.86696e+09	0.886243
duplication	1:8340001-8433000	93000	2.43074	0.00117671	2.70943e+09	0.00117671	2.70943e+09	0.921438
deletion	1:8442001-8454000	12000	0.57633	3.56669	9.65353e-10	3.56669	9.65353e-10	0.89723
deletion	1:8568001-8691000	123000	0.47837	1.29571e-12	2.87009e+09	1.29571e-12	2.87009e+09	0.90537
deletion	1:8706001-8715000	9000	0.256298	340.528	5.81886e-23	340.528	5.81886e-23	0.782497
deletion	1:8862001-8877000	15000	0.503076	238.672	0.000143754	238.672	0.000143754	0.558694
deletion	1:8883001-8907000	24000	0.36267	0.00393251	1.14586e-45	0.00393251	1.14586e-45	0.753835
deletion	1:8922001-8943000	21000	0.418142	0.409424	3.30539e-24	0.409424	3.30539e-24	0.967789
deletion	1:9003001-9276000	273000	0.306085	5.83782e-13	2.871e+09	5.83782e-13	2.871e+09	0.975867
deletion	1:9381001-9438000	57000	0.369309	4.44901e-08	1.3782e-30	4.44901e-08	1.3782e-30	0.984185
deletion	1:9453001-9471000	18000	0.220692	0.228893	4.24358e-51	0.228893	4.24358e-51	0.772528
deletion	1:9570001-9648000	78000	0.404127	2.04324e-12	6.44348e-88	2.04324e-12	6.44348e-88	0.987016
deletion	1:9654001-9675000	21000	0.406296	1.69785	6.4474e-14	1.69785	6.4474e-14	0.988757
deletion	1:9738001-10020000	282000	0.310721	5.65151e-13	2.86739e+09	5.65151e-13	2.86739e+09	0.957229
deletion	1:10125001-10173000	48000	0.321849	7.4344e-08	7.10065e-76	7.4344e-08	7.10065e-76	0.969973
deletion	1:10188001-10230000	42000	0.384733	0.000823952	1.2238e-28	0.000823952	1.2238e-28	0.861434
deletion	1:10329001-10407000	78000	0.371818	2.04324e-12	4.69889e-51	2.04324e-12	4.69889e-51	0.995128
deletion	1:10449001-10470000	21000	0.442546	0.73435	8.40918e-14	0.73435	8.40918e-14	0.778346
deletion	1:10608001-10644000	36000	0.468364	0.000338424	9.99392e-42	0.000338424	9.99392e-42	0.287092
deletion	1:10701001-10722000	21000	0.55889	1.26905	1.10119e-05	1.26905	1.10119e-05	0.381238
deletion	1:10875001-10929000	54000	0.54585	2.43264e-06	0.000350425	2.43264e-06	0.000350425	0.469463
deletion	1:11106001-11115000	9000	0.500883	3235.88	0.000750385	3235.88	0.000750385	0.831694
deletion	1:11127001-11136000	9000	0.525046	1380.62	0.00620835	1380.62	0.00620835	0.843543
deletion	1:11157001-11190000	33000	0.534231	0.000882084	1.3405e-26	0.000882084	1.3405e-26	0.859953
deletion	1:11298001-11319000	21000	0.475922	22.016	4.35154e-11	22.016	4.35154e-11	0.995643
deletion	1:11325001-11367000	42000	0.355475	3.07176e-06	8.50593e-62	3.07176e-06	8.50593e-62	0.845094
duplication	1:11517001-11610000	93000	1.36592	1.2322e-05	8.77192e-07	1.2322e-05	8.77192e-07	0.186329
deletion	1:11697001-11703000	6000	0.495858	9724.73	0.0207565	9724.73	0.0207565	0.500549
deletion	1:11853001-11868000	15000	0.504363	172.754	0.000293337	172.754	0.000293337	0.253909
deletion	1:12549001-12558000	9000	0.310704	205.739	2.44442e-20	205.739	2.44442e-20	0.108911
deletion	1:13815001-13821000	6000	0.401483	23414.8	0.00898577	23414.8	0.00898577	0.125407
deletion	1:14223001-14256000	33000	0.021758	4.82947e-12	0	4.82947e-12	0	0.145631
deletion	1:14259001-14268000	9000	0.0473956	183.295	0	183.295	0	0.952047
deletion	1:14382001-14391000	9000	0.27942	777.634	1.00443e-17	777.634	1.00443e-17	0.249047
deletion	1:14556001-14562000	6000	0.406126	6483.03	6.78723e-07	6483.03	6.78723e-07	0.033877
deletion	1:16176001-16182000	6000	0.43369	3388.06	1.99825e-06	3388.06	1.99825e-06	0.356534
deletion	1:16866001-16872000	6000	0.122457	14750.4	2.5039e-18	14750.4	2.5039e-18	0.00802139
deletion	1:17091001-17106000	15000	0.187166	74.6073	1.42967e-28	74.6073	1.42967e-28	0.091922
deletion	1:17361001-17373000	12000	0.546738	548.342	4.05326e-05	548.342	4.05326e-05	0.465649
deletion	1:20508001-20517000	9000	0.479176	884.652	1.02927e-07	884.652	1.02927e-07	0.329039
deletion	1:25038001-25044000	6000	0.146042	11671.5	1.30454e-18	11671.5	1.30454e-18	0.0910518
deletion	1:25590001-25599000	9000	0.278747	4940.47	6.83389e-05	4940.47	6.83389e-05	0.0774112
deletion	1:27423001-27432000	9000	0.160922	1375.77	1.1509e-22	1375.77	1.1509e-22	0.0303605
deletion	1:32427001-32433000	6000	0.101173	5221.16	0	5221.16	0	0.0442177
deletion	1:33534001-33540000	6000	0.423365	7709.76	8.52536e-06	7709.76	8.52536e-06	0.256705
deletion	1:33951001-33957000	6000	0.363786	19780.2	5.07017e-05	19780.2	5.07017e-05	0.032967
deletion	1:35724001-35730000	6000	0.303205	13125.1	1.19615e-09	13125.1	1.19615e-09	0.0482315
deletion	1:36288001-36297000	9000	0.11475	591.69	5.08796e-33	591.69	5.08796e-33	0.0115163
deletion	1:36441001-36456000	15000	0.357276	185.166	9.22431e-05	185.166	9.22431e-05	0.251938
deletion	1:37017001-37026000	9000	0.448803	674.497	1.43821e-08	674.497	1.43821e-08	0.166824
deletion	1:37851001-37857000	6000	0.419722	6349.5	2.62217e-06	6349.5	2.62217e-06	0.004
deletion	1:39138001-39144000	6000	0.50979	2670.24	0.00318548	2670.24	0.00318548	0.00529801
deletion	1:42267001-42273000	6000	0.461175	7344.38	0.00028721	7344.38	0.00028721	0.00780031
deletion	1:55275001-55287000	12000	0.617871	57.3049	0.000169439	57.3049	0.000169439	0.0465116
deletion	1:58059001-58068000	9000	0.488662	821.648	2.24809e-08	821.648	2.24809e-08	0.214141
deletion	1:58374001-58386000	12000	0.0111681	0.0534133	0	0.0534133	0	0.0472973
deletion	1:74820001-74826000	6000	0.250502	8431.6	3.74129e-14	8431.6	3.74129e-14	0.0543657
